100
0 3 6
4 94 6
80 72 19
66 96 11
52 6 7
33 46 9
93 26 13
29 46 1
2 67 10
65 56 11
31 34 5
53 50 4
89 24 5
58 13 2
80 92 18
56 5 12
60 32 5
12 16 17
15 22 2
89 16 19
4 19 4
80 78 18
68 86 17
39 73 18
81 31 18
56 45 12
83 73 8
87 93 18
33 68 17
41 97 12
37 84 12
71 92 12
78 13 14
82 67 13
55 20 8
88 22 18
60 48 13
51 70 3
43 88 12
50 10 1
82 26 13
26 59 17
37 56 19
78 77 4
37 61 5
54 70 6
66 98 6
59 81 9
44 11 5
13 45 19
5 56 14
37 9 8
5 67 12
0 65 4
89 92 14
45 76 14
35 17 8
76 60 14
31 92 17
19 91 16
92 54 13
29 76 7
86 53 12
26 39 6
7 80 2
70 19 5
48 1 11
95 33 2
27 95 17
81 47 15
94 43 12
28 41 13
75 34 16
94 13 5
53 58 17
13 4 12
2 54 6
4 96 8
41 79 1
53 82 9
36 34 14
7 92 16
2 60 5
23 26 16
45 53 13
43 83 9
3 70 9
88 71 6
35 8 13
58 43 1
64 50 1
76 31 4
93 54 3
18 86 4
47 60 11
67 96 5
32 60 7
38 8 5
54 87 9
62 57 10
59 45 3
79 55 17
42 62 13
55 94 11
41 70 15
6 36 15
44 78 10
83 17 7
94 30 17
89 60 18
5 47 2
34 33 18
98 90 4
12 61 14
7 26 13
74 73 18
2 59 2
43 47 11
21 38 17
77 56 5
54 55 12
75 64 14
47 3 18
79 47 16
50 77 1
29 31 13
56 16 14
44 74 11
77 3 17
88 41 5
55 1 17
49 57 15
0 67 4
74 52 8
6 79 6
13 72 1
9 80 13
37 24 9
29 91 12
44 52 2
40 1 6
18 53 1
34 89 2
33 26 7
62 69 18
75 70 7
0 96 11
70 77 13
12 5 19
71 90 6
16 1 8
75 37 4
89 29 5
57 61 18
32 71 1
23 15 3
41 84 16
83 39 5
67 65 9
41 88 18
83 50 9
75 11 4
54 47 16
4 22 11
92 95 14
31 12 7
90 41 3
92 14 19
55 30 19
15 13 3
49 34 8
99 42 12
67 6 12
92 29 4
70 97 9
1 0 13
56 4 15
47 8 15
66 85 12
66 34 2
19 99 1
99 66 13
70 25 18
24 46 6
88 16 17
69 10 14
29 87 7
43 26 9
42 41 3
49 10 18
87 35 16
85 3 9
68 17 13
75 74 3
67 2 4
31 40 19
31 38 2
90 59 10
40 91 7
90 64 15
35 87 13
32 61 17
77 36 6
36 32 5
34 43 1
30 65 10
9 33 14
22 29 8
16 86 11
95 79 2
15 71 3
61 8 14
52 72 14
37 68 5
40 82 19
0 92 2
23 50 15
57 64 5
50 29 19
69 26 7
27 78 10
77 10 12
87 54 16
87 25 12
83 19 11
30 42 17
39 49 17
59 50 5
3 46 12
33 10 1
93 59 3
83 53 8
4 29 5
28 11 7
14 72 19
86 74 4
84 27 12
77 53 13
35 71 19
82 73 15
86 6 15
41 17 17
65 25 3
67 75 8
14 54 7
18 90 17
65 20 13
42 64 4
68 11 8
57 42 13
50 49 10
43 75 16
67 23 3
4 30 16
7 44 19
87 51 1
80 59 12
18 68 3
70 41 19
73 67 18
55 95 18
20 18 16
80 99 19
53 28 4
15 93 12
96 66 19
41 28 4
22 54 7
34 12 12
20 33 11
8 32 17
31 26 4
46 86 3
6 88 2
45 9 6
45 19 14
64 60 13
7 67 12
30 84 13
2 21 13
58 63 17
64 58 9
98 23 17
62 78 12
36 51 17
80 43 3
75 2 4
83 38 14
58 3 1
33 1 13
92 17 10
73 93 17
15 50 5
33 7 15
11 5 12
2 87 14
56 38 10
94 60 5
22 19 17
21 45 11
52 5 9
68 91 12
47 53 7
97 43 9
83 0 8
3 19 6
30 16 7
76 9 2
10 92 15
30 6 15
56 13 17
50 34 15
82 29 2
55 44 5
25 83 12
45 94 14
78 93 15
13 47 9
79 37 3
39 84 16
26 61 17
93 10 14
58 65 14
39 97 4
76 43 16
12 41 9
55 6 10
1 69 13
94 63 18
78 62 8
78 35 15
17 63 5
92 40 6
51 45 11
22 28 6
30 90 19
36 20 10
46 58 13
93 77 15
16 20 2
69 45 7
45 67 8
46 60 1
17 15 6
73 78 10
52 16 17
34 39 1
3 59 10
71 59 14
80 26 6
20 34 17
97 61 9
52 61 3
9 50 2
0 85 7
71 65 4
77 59 14
68 87 9
28 21 15
76 17 18
13 19 4
81 64 15
76 81 9
63 20 7
44 35 19
95 19 5
98 6 17
89 32 16
37 67 19
89 35 7
90 85 3
29 75 8
76 50 7
7 84 13
32 91 12
23 11 19
93 69 17
14 29 19
3 87 5
70 38 2
51 49 15
61 95 2
39 48 10
18 17 17
79 91 17
5 6 6
87 9 9
1 30 1
90 78 9
97 94 8
37 76 19
1 34 16
71 29 19
29 83 2
74 7 17
80 38 3
27 99 16
80 46 3
48 58 5
99 15 6
17 33 4
86 37 10
55 60 18
8 92 10
87 24 3
9 7 12
24 89 6
69 6 11
73 86 15
34 27 8
17 29 2
14 59 18
4 35 18
1 36 1
63 61 17
53 45 13
42 99 14
22 94 4
11 23 11
28 6 15
90 50 16
22 60 12
80 9 4
89 83 19
12 83 5
41 22 14
89 73 12
11 30 2
4 21 19
43 77 13
92 51 1
86 54 1
58 29 9
17 88 11
6 38 10
42 89 5
48 90 11
49 82 8
86 1 10
10 47 17
0 50 1
91 71 8
43 79 16
76 78 17
57 84 3
14 67 4
8 50 12
85 50 17
94 36 5
4 0 8
0 89 7
92 53 12
82 84 4
21 83 7
8 55 15
23 7 10
85 12 12
65 1 18
12 79 10
56 92 15
66 1 7
98 41 18
35 10 6
12 50 17
71 68 13
42 33 13
48 29 14
84 85 13
9 97 6
55 8 5
60 47 9
76 3 16
91 16 13
30 80 10
98 8 19
72 85 9
64 94 6
71 7 13
35 9 1
27 25 11
7 86 7
60 99 9
31 30 12
2 93 3
74 19 19
79 88 16
93 38 7
15 40 5
57 14 3
1 4 14
96 42 12
88 32 15
91 36 19
98 97 4
2 25 4
31 29 2
1 23 19
15 91 5
83 58 7
51 63 6
60 42 4
75 41 19
15 36 17
52 20 7
12 66 10
10 40 4
99 58 11
58 88 9
47 35 17
52 86 7
60 75 16
9 24 11
66 55 14
83 22 18
17 7 18
38 21 5
63 4 14
11 73 15
87 55 17
61 21 1
44 3 13
7 78 11
6 64 3
10 3 9
40 80 14
76 72 19
78 58 4
70 81 15
10 22 4
33 25 9
5 81 12
14 74 5
11 8 17
57 48 6
43 33 16
57 89 12
23 9 10
90 20 18
74 60 11
50 40 11
60 30 8
51 99 9
14 23 8
46 36 9
98 56 7
66 62 14
54 72 4
96 71 17
52 1 17
41 31 5
53 23 16
1 93 12
13 9 4
75 66 6
27 6 15
3 20 11
67 72 15
85 27 13
6 86 14
7 53 14
38 1 3
31 53 2
15 48 17
4 73 2
53 87 1
40 90 17
14 87 6
2 10 16
35 40 18
33 14 19
63 77 4
18 38 5
30 52 3
1 50 15
30 82 6
78 80 16
78 70 14
83 77 8
48 4 18
43 36 5
12 65 14
74 0 5
36 5 3
38 66 8
75 89 1
32 72 3
35 12 2
8 4 4
93 63 3
79 35 1
87 74 6
76 36 5
25 75 11
9 96 9
45 17 12
31 81 9
49 1 2
84 71 19
44 51 19
85 31 4
74 6 12
0 99 5
95 58 13
48 23 13
62 31 13
47 75 8
12 73 8
36 73 17
92 18 10
96 92 15
4 62 18
93 4 3
72 65 17
64 53 5
26 0 3
74 32 19
25 53 12
28 8 5
26 65 10
29 82 12
8 89 8
82 94 16
12 44 18
30 79 2
72 12 19
3 16 19
98 82 2
11 72 16
69 84 17
53 37 2
0 55 5
41 73 10
89 98 10
12 15 10
13 7 3
58 12 8
18 39 7
69 73 12
11 48 3
3 22 15
58 41 11
54 8 6
9 69 15
99 35 4
51 20 10
54 76 8
96 59 5
60 57 17
99 83 7
91 67 12
82 34 16
95 5 12
41 33 12
78 24 12
36 50 10
68 67 12
82 56 15
47 87 9
68 22 3
39 36 3
50 45 18
98 24 13
57 50 4
44 94 18
75 56 16
63 10 15
19 87 8
96 47 15
61 63 18
85 28 10
99 74 7
83 8 1
79 69 19
59 22 5
75 46 4
18 51 17
93 74 16
11 83 17
83 29 6
2 51 5
15 90 16
87 34 11
86 33 18
38 19 8
78 36 14
82 89 15
30 21 18
12 23 3
9 81 19
85 25 12
57 29 5
18 99 12
64 62 15
84 49 8
28 55 2
93 75 6
91 66 12
32 67 4
49 14 6
16 67 17
58 0 4
42 88 1
33 39 9
53 70 1
67 52 19
79 59 17
45 1 8
67 78 18
64 75 6
88 99 2
6 61 19
12 88 14
77 37 10
82 60 14
58 32 19
64 59 16
79 7 19
3 28 8
80 35 3
25 81 4
24 57 16
72 47 6
27 22 2
85 84 10
92 16 8
50 96 5
40 22 2
82 51 12
4 77 14
26 68 16
62 8 16
43 97 14
32 94 19
8 34 10
37 98 6
11 80 10
1 67 14
82 87 5
25 30 16
43 31 14
66 26 7
78 46 4
44 37 9
39 55 14
13 88 9
34 98 2
87 95 9
58 23 8
36 80 1
98 15 6
98 3 7
12 20 13
28 59 1
20 37 14
26 37 11
34 11 5
27 86 11
15 62 6
4 76 6
26 34 18
59 51 8
35 63 19
92 66 1
62 65 11
10 62 8
88 38 5
83 69 3
72 83 6
19 92 3
88 77 9
22 9 13
42 86 11
8 91 3
80 17 7
28 47 6
36 72 2
74 57 2
68 88 12
0 24 4
71 46 5
38 51 12
61 51 17
68 96 2
39 51 3
83 9 17
9 86 18
38 20 16
68 15 18
95 24 16
86 24 16
23 2 6
28 32 16
4 47 15
49 3 15
46 20 3
29 80 1
42 17 12
5 13 12
6 69 11
87 77 19
72 23 13
48 64 9
18 47 9
71 48 18
39 32 15
64 40 4
31 48 18
2 37 2
34 19 16
81 22 18
61 6 13
66 11 14
55 2 2
47 66 15
77 91 2
85 20 8
91 88 17
8 18 11
81 98 17
63 83 12
6 58 11
36 7 14
48 80 2
70 83 10
60 92 19
24 68 6
76 71 19
37 74 2
1 49 16
88 76 3
98 47 19
14 10 6
92 74 6
28 89 9
83 12 9
25 92 10
15 49 5
84 67 1
27 44 19
20 28 9
36 21 19
14 55 16
84 34 11
60 71 19
48 86 19
54 26 1
96 45 11
59 74 2
43 11 2
76 26 5
79 90 6
68 50 3
70 73 15
12 18 11
12 38 7
80 73 1
59 20 9
74 71 1
82 6 7
46 27 7
66 32 7
95 50 16
92 27 5
52 59 12
63 30 15
59 90 5
20 62 19
65 97 2
27 54 1
9 82 2
44 81 2
83 7 3
19 9 10
42 74 11
77 71 11
27 88 2
58 81 8
55 61 9
30 76 17
21 81 9
22 33 10
90 81 8
74 35 12
83 99 12
76 37 13
73 75 16
22 98 8
90 27 12
50 82 16
63 98 9
80 57 19
85 42 2
45 48 10
63 44 16
41 96 4
78 79 9
78 18 12
86 41 19
16 14 9
39 83 12
66 31 16
77 24 3
84 10 9
87 48 4
50 68 19
94 83 10
21 22 16
66 51 5
64 38 17
92 24 5
95 4 1
18 43 11
86 64 6
3 41 12
51 87 18
43 10 2
40 23 1
75 42 19
21 41 14
21 53 19
62 44 9
28 12 9
25 10 6
20 86 19
96 4 12
31 9 6
52 29 3
65 61 12
63 58 4
26 16 10
42 66 6
68 19 11
51 97 17
9 48 4
4 23 13
1 96 18
63 31 18
62 47 10
75 26 14
30 69 11
10 46 1
64 55 18
62 85 3
53 46 5
37 28 3
34 46 1
45 23 14
56 2 7
74 39 14
94 19 8
18 83 1
94 37 6
60 50 8
67 61 12
52 27 3
87 28 18
90 32 14
41 16 8
61 88 15
94 8 8
34 15 16
80 55 18
33 29 1
45 87 18
36 29 6
77 33 1
77 97 18
38 29 2
10 73 7
28 95 5
44 48 18
72 54 5
26 9 9
10 45 15
27 39 4
73 90 19
77 66 11
2 50 7
22 0 1
94 35 12
92 78 15
22 95 5
35 88 16
13 63 19
29 93 7
27 11 5
48 53 14
94 76 8
11 34 11
64 28 18
90 94 14
65 85 4
51 94 16
25 78 5
91 51 1
85 66 2
42 7 14
30 74 14
70 29 9
88 11 9
29 11 3
46 5 18
90 65 10
46 88 2
59 64 12
23 17 13
38 82 1
68 47 5
7 87 1
73 47 11
56 68 18
4 81 6
48 39 4
82 64 15
38 92 5
69 91 13
68 71 4
60 90 15
22 63 14
27 69 1
33 58 4
63 75 6
80 30 4
68 12 8
1 64 2
63 19 13
72 70 7
87 2 8
9 41 4
44 21 14
66 52 14
68 16 7
91 85 12
97 2 4
42 25 18
0 7 7
76 44 14
20 79 8
25 74 15
45 62 6
51 58 9
77 18 6
60 3 1
91 78 7
33 93 5
66 74 1
26 95 12
36 48 13
50 6 6
37 48 5
22 21 10
96 3 2
7 81 6
89 44 1
11 74 10
13 38 7
73 61 3
18 0 5
91 34 8
75 91 17
67 19 12
84 31 5
24 95 19
8 15 4
33 45 11
88 5 19
37 11 5
6 63 1
47 26 13
22 91 7
14 99 17
23 84 17
7 94 7
28 61 3
39 40 3
73 99 3
51 2 10
53 92 12
65 89 15
84 50 3
19 1 14
68 76 11
60 52 3
97 17 10
8 70 4
75 5 5
13 59 9
72 15 15
36 61 19
13 50 18
68 6 19
79 3 4
81 77 15
46 75 17
70 40 9
35 80 14
84 16 3
13 44 9
20 1 13
25 4 18
35 5 16
3 8 5
38 25 10
99 98 2
78 2 15
24 53 13
60 98 18
42 12 5
91 73 10
74 30 17
67 39 2
78 41 13
80 2 1
39 23 1
29 58 6
57 43 14
72 29 4
57 17 17
93 40 11
81 69 6
73 98 8
8 79 18
19 68 13
12 7 18
69 80 18
52 54 14
93 64 8
25 45 5
1 55 8
43 13 7
11 19 19
78 1 10
18 5 11
95 66 8
33 37 11
29 15 7
67 34 9
12 9 6
1 12 16
43 30 3
90 9 9
30 61 8
74 66 17
74 97 7
94 52 7
87 16 11
11 61 9
19 22 15
61 20 12
76 19 13
72 24 14
58 72 3
60 93 4
4 2 10
26 44 19
23 97 4
95 52 7
46 1 13
67 99 8
75 4 7
81 19 12
45 86 1
67 51 15
24 20 5
24 3 8
66 67 9
7 38 16
39 7 4
88 33 3
78 32 12
82 59 5
6 67 19
7 75 14
58 50 16
98 60 11
6 99 5
83 93 9
83 26 2
24 55 11
47 43 17
92 43 16
25 3 18
30 48 16
10 7 3
92 52 6
75 99 11
59 99 4
49 12 11
54 91 10
93 70 19
16 61 9
23 62 14
29 66 9
58 42 12
97 11 6
93 67 6
67 32 18
65 54 1
0 10 4
65 63 5
58 53 9
87 91 14
78 97 11
62 19 13
94 99 6
54 83 15
63 55 10
68 64 10
57 7 11
59 41 17
22 81 9
18 23 13
34 1 9
85 69 13
50 75 10
54 96 8
84 26 13
39 44 14
56 55 11
90 40 15
81 93 18
68 1 14
73 24 4
66 46 4
23 47 4
42 48 9
56 76 16
2 49 3
24 44 5
35 60 7
68 85 19
14 94 9
71 76 4
91 44 19
9 16 19
90 87 1
65 73 16
4 89 6
79 2 10
90 8 4
78 90 13
42 94 7
5 57 3
81 25 1
64 99 6
47 94 7
17 42 11
6 65 17
77 11 5
97 54 11
26 73 14
8 74 6
27 13 8
77 73 14
74 11 14
32 34 15
33 77 4
53 83 1
50 71 16
40 0 12
35 53 17
30 33 16
46 25 11
86 89 2
77 14 4
53 16 11
51 4 7
89 10 2
57 53 3
5 52 13
33 40 2
29 65 18
95 70 14
98 88 19
2 63 1
35 13 19
81 92 7
20 38 8
39 61 6
81 79 14
52 22 14
96 9 11
17 46 15
23 77 1
30 85 9
43 34 7
76 6 15
26 31 6
56 23 8
86 21 15
58 68 17
6 43 14
82 69 12
74 81 3
12 53 10
68 3 6
33 16 7
13 68 13
11 68 15
75 92 4
47 89 19
66 6 11
60 37 19
18 70 2
9 88 18
84 4 1
41 46 2
10 79 13
61 96 5
73 52 12
0 66 2
88 62 16
77 89 3
2 75 8
59 97 12
16 29 16
60 41 13
25 40 12
21 94 10
11 86 16
39 10 13
4 70 4
64 66 13
88 61 5
24 61 10
2 89 17
99 85 4
18 77 8
9 37 16
78 43 9
96 73 15
46 81 10
75 93 1
41 75 15
81 85 10
40 93 3
11 45 18
19 40 7
4 61 13
17 65 3
25 5 15
15 60 3
58 52 6
83 44 9
46 33 17
51 7 8
71 33 13
87 10 12
19 65 11
43 19 13
22 38 3
43 98 15
8 7 18
76 79 2
97 55 17
34 3 8
65 76 13
21 31 4
62 74 7
89 69 10
17 53 19
28 78 19
98 22 1
39 99 9
4 20 12
13 31 10
24 27 11
90 18 3
31 77 8
2 40 13
50 51 15
45 64 12
51 79 2
72 34 2
42 58 13
98 18 16
66 80 19
45 84 5
83 49 10
77 1 2
50 1 6
4 98 8
72 7 17
16 50 3
75 48 2
88 47 5
34 4 5
97 41 9
51 85 13
41 91 17
29 79 7
3 38 8
60 33 6
81 48 6
7 15 13
29 61 16
62 98 19
17 26 4
68 95 2
89 1 13
93 96 12
29 94 7
78 33 15
48 21 9
98 42 1
71 24 3
7 19 17
74 87 4
26 64 13
78 9 9
5 4 17
5 30 2
78 60 2
59 8 8
4 11 15
74 23 9
79 34 15
94 4 14
4 9 14
59 0 17
81 59 7
30 47 1
94 27 3
74 62 15
21 43 1
93 71 1
29 4 9
61 0 2
54 52 4
55 57 14
16 2 3
40 79 5
27 81 6
35 62 6
95 72 2
12 8 12
7 85 18
60 83 14
56 42 1
15 81 13
30 68 17
15 54 1
83 28 14
15 32 7
15 10 17
14 82 16
12 72 17
68 93 14
94 55 2
75 77 13
79 0 9
78 11 4
89 36 7
94 11 7
85 90 18
48 73 11
4 45 18
41 0 6
95 96 8
38 34 11
11 43 1
15 65 2
90 63 6
44 93 4
23 51 18
74 37 10
24 60 10
85 37 17
7 58 19
13 94 10
78 69 15
47 5 5
38 11 12
79 40 4
44 67 8
73 55 11
70 3 4
55 41 15
28 26 14
25 90 12
90 4 14
12 68 18
17 11 1
28 90 11
7 29 11
22 32 19
24 37 18
76 49 7
55 9 18
69 20 6
48 51 5
75 35 17
16 91 4
77 15 1
92 87 2
57 51 8
72 40 11
57 25 2
65 86 11
6 0 7
31 51 5
13 22 18
16 15 15
31 19 16
43 25 5
20 15 7
0 78 19
11 62 13
97 40 6
77 17 19
24 9 5
62 99 19
97 0 17
23 66 14
33 18 14
65 95 1
86 78 7
98 12 5
11 91 17
68 65 8
87 96 19
60 7 14
88 84 5
36 40 15
40 94 18
8 46 8
75 58 2
12 58 2
59 82 3
93 60 6
52 76 12
45 39 14
56 51 4
49 45 13
98 67 17
52 21 3
58 25 8
10 65 6
64 21 18
9 54 15
48 27 10
29 77 8
62 12 6
26 4 15
19 81 18
65 18 19
91 84 8
86 88 6
51 25 17
12 39 14
71 18 13
77 82 11
40 2 19
80 12 8
97 21 17
41 55 13
5 16 4
82 13 2
29 40 2
10 44 6
92 5 14
47 62 2
20 44 11
19 98 4
50 60 16
74 9 15
81 66 8
3 39 16
69 39 15
99 80 13
47 11 17
81 70 7
48 72 19
92 7 14
55 87 16
98 16 9
76 66 16
78 45 1
19 80 14
34 57 17
76 5 12
87 63 3
11 55 13
85 49 13
14 96 1
35 83 11
6 1 9
82 0 1
90 34 3
57 23 5
63 34 9
63 72 14
85 26 6
0 6 19
60 45 1
60 11 19
39 31 3
89 53 17
0 60 13
21 90 16
14 9 5
57 72 11
43 84 9
39 38 7
1 32 15
9 92 2
13 2 3
20 89 6
95 60 4
28 99 16
64 74 17
5 10 3
40 26 8
15 31 18
55 11 18
3 42 5
92 13 14
7 48 8
88 96 2
25 87 8
88 93 13
97 18 17
93 24 11
86 45 6
94 10 12
92 67 16
37 63 8
19 5 6
20 91 9
14 47 2
27 38 10
76 10 2
70 46 17
13 97 8
5 73 16
40 35 17
90 93 17
94 50 19
89 72 4
18 54 17
50 46 17
97 22 19
1 14 4
85 18 11
53 95 16
16 51 9
94 73 4
14 34 8
91 55 17
15 51 2
40 49 9
20 73 2
19 10 2
93 23 10
44 22 5
37 45 1
27 64 6
55 85 8
51 14 16
6 44 10
2 30 12
85 2 5
66 72 19
92 3 14
72 49 11
5 54 1
3 30 3
44 47 1
67 60 17
76 14 19
26 14 7
7 95 7
41 89 3
14 44 13
61 98 15
88 35 3
83 5 13
3 66 16
61 74 19
42 83 4
14 21 4
77 8 18
16 69 8
99 26 3
83 62 10
70 37 13
4 27 3
25 12 13
52 50 10
83 31 11
84 47 5
9 79 19
65 77 19
17 47 8
8 82 13
41 81 14
42 57 11
80 97 1
56 49 4
16 6 1
15 2 19
82 88 2
4 39 5
6 52 14
38 36 7
26 71 2
12 17 18
36 52 17
11 14 16
24 26 5
20 25 12
6 33 4
9 58 19
21 82 10
30 59 4
10 93 7
36 58 15
37 99 17
42 81 19
93 50 9
88 51 9
0 81 14
38 37 7
60 31 11
19 39 18
94 31 15
93 27 18
84 98 11
92 79 13
0 56 2
1 29 12
40 61 4
24 96 18
72 43 7
51 80 10
44 58 3
86 52 16
33 48 15
58 51 7
79 53 15
37 51 14
28 93 8
25 93 7
42 0 9
93 56 16
92 46 15
99 23 17
41 43 6
5 8 16
47 85 10
59 46 6
0 46 13
47 41 16
91 33 3
60 54 2
96 54 12
85 35 5
68 13 7
29 8 1
92 88 18
48 24 6
40 7 14
58 86 13
12 55 19
39 13 1
69 13 15
85 41 7
17 32 3
68 27 12
90 14 9
41 67 6
81 83 16
86 76 7
93 62 15
19 3 2
0 98 1
89 48 11
98 84 6
86 67 6
8 61 16
69 82 18
71 94 11
40 54 4
73 68 11
6 73 11
63 35 13
13 29 10
48 92 4
48 31 11
83 10 5
72 14 8
79 65 6
2 41 13
87 50 6
33 51 17
24 51 8
52 9 2
72 26 10
57 19 5
41 82 13
57 98 8
68 36 12
45 32 7
88 85 8
7 43 16
80 19 6
47 54 16
8 51 7
13 1 9
54 49 14
32 45 9
19 30 4
32 78 5
15 74 1
76 28 19
60 19 5
15 1 4
67 42 7
67 93 4
84 17 14
78 57 10
20 95 11
7 64 19
89 62 14
0 17 8
36 69 3
69 3 14
33 95 3
21 52 10
28 50 4
17 77 17
62 77 2
19 78 11
14 56 7
14 80 15
64 57 18
58 54 17
94 78 17
25 24 13
11 12 8
36 65 9
4 32 8
62 68 9
54 58 9
82 36 11
10 54 4
89 71 13
51 34 18
84 72 3
33 49 10
80 91 12
55 7 5
74 14 9
55 62 16
73 89 10
87 42 11
38 73 18
83 16 14
79 95 5
44 6 15
1 3 14
48 84 12
65 51 9
5 2 18
33 64 1
0 63 3
32 49 12
56 11 15
89 95 16
62 10 4
89 66 14
70 67 7
67 92 11
79 13 19
81 13 16
14 51 12
68 39 12
50 15 3
8 60 19
57 4 6
37 16 12
49 61 15
47 92 15
22 80 16
34 45 1
82 57 19
63 32 5
84 95 6
97 47 4
91 7 3
67 1 2
13 84 11
86 8 9
42 51 14
8 67 9
69 67 18
22 76 7
83 52 6
21 7 19
85 6 18
31 97 19
63 53 15
97 38 3
95 2 9
73 95 4
15 39 18
5 49 9
60 8 6
47 22 19
88 98 2
32 10 10
70 26 18
33 91 17
75 98 6
40 18 11
8 62 1
31 24 19
78 82 13
42 2 7
56 30 14
46 82 19
98 78 17
28 82 15
88 18 15
73 13 10
80 20 5
8 0 15
60 55 16
28 46 14
42 18 2
37 92 13
4 28 4
12 47 3
61 3 2
67 16 18
88 56 3
38 81 4
58 26 7
50 59 16
61 11 11
1 13 1
54 84 17
75 50 16
92 60 11
36 79 19
38 69 14
94 24 10
32 50 16
94 28 16
74 78 3
16 65 16
8 71 16
63 64 14
86 29 18
19 77 6
30 98 9
12 34 17
7 17 8
10 6 4
41 58 6
22 17 2
70 7 14
53 3 4
17 31 18
85 61 15
39 62 14
7 74 9
39 77 4
91 72 15
24 17 2
97 87 1
32 85 2
65 30 18
56 20 2
41 12 19
71 20 15
38 7 9
92 15 2
9 70 8
27 26 9
51 67 19
4 83 9
87 38 12
37 47 13
45 59 17
45 73 7
91 98 7
30 92 4
74 96 12
5 20 12
62 33 2
48 22 18
5 11 12
32 27 12
54 43 7
10 97 11
46 41 16
53 99 1
97 72 18
22 77 2
55 26 18
61 41 11
47 97 7
86 48 1
16 5 14
32 24 10
32 68 13
82 3 9
46 11 3
37 71 5
27 72 15
10 21 3
75 7 18
88 87 3
80 66 6
22 31 17
37 33 19
4 41 14
47 32 18
41 62 14
75 22 6
44 86 16
99 84 12
20 90 16
97 75 3
55 14 16
51 47 19
77 4 16
81 35 10
79 38 11
46 99 15
22 8 17
49 19 9
11 63 7
62 59 3
95 44 11
71 60 14
48 94 19
31 18 6
14 38 3
71 8 2
14 92 14
72 56 8
33 43 8
22 15 5
89 84 1
14 31 17
21 26 1
7 11 12
33 20 11
49 76 17
17 2 17
16 64 1
10 98 16
48 3 15
47 28 11
33 21 13
84 45 8
58 83 11
13 98 2
13 42 14
10 80 8
21 29 19
38 67 17
47 52 10
91 65 14
94 20 12
63 56 16
92 39 6
52 46 14
28 5 10
91 47 9
77 38 7
66 57 10
2 19 16
42 40 11
44 16 5
39 56 15
76 75 16
65 6 5
63 37 5
34 81 1
87 59 15
59 78 14
1 88 1
45 65 6
0 15 9
82 16 12
80 22 13
59 44 17
27 75 18
84 13 13
4 50 8
27 96 14
21 34 17
6 75 3
62 54 6
7 21 1
16 12 18
55 93 1
74 85 19
46 24 1
36 43 3
53 49 1
40 56 15
98 28 2
19 55 16
93 58 14
40 73 14
96 64 10
46 8 17
50 33 4
93 68 7
67 90 14
35 61 15
46 26 18
10 94 11
10 27 7
43 15 16
28 18 18
83 84 6
29 96 9
87 66 19
93 41 16
37 73 7
62 9 9
94 15 2
55 89 17
43 56 6
8 35 1
43 29 17
65 48 12
30 29 2
99 27 12
69 15 12
29 38 12
41 5 1
65 90 4
58 87 2
28 83 19
39 80 17
30 57 1
16 71 1
96 29 1
0 69 5
89 27 3
72 95 5
48 54 19
60 62 13
13 77 16
97 80 6
13 95 15
4 17 1
4 24 18
40 5 7
26 89 8
1 35 3
62 92 12
54 11 13
45 18 6
12 6 18
61 91 9
70 78 4
86 7 4
54 74 13
59 19 18
93 33 10
99 34 2
70 90 11
97 88 3
96 86 2
63 89 13
97 5 10
12 14 12
62 4 18
43 44 19
22 4 16
66 99 1
68 40 13
6 35 17
17 71 17
34 67 14
76 33 7
43 68 10
12 62 11
87 47 1
65 79 7
32 65 2
30 50 19
48 5 4
4 37 5
53 60 13
23 82 12
68 80 2
82 72 19
40 52 1
46 17 2
96 10 2
70 80 18
88 7 12
7 54 12
49 30 2
2 94 9
30 67 18
50 76 12
71 67 14
19 96 17
83 68 18
33 83 14
48 20 3
66 63 7
68 51 4
12 90 16
54 25 11
36 6 5
34 29 8
9 47 17
12 19 9
73 53 9
61 79 16
31 68 16
57 78 5
24 7 14
83 30 12
26 22 1
74 24 1
42 36 15
94 42 14
92 8 7
96 17 4
88 10 15
52 99 6
26 72 7
61 47 7
74 29 8
19 51 17
8 3 13
82 37 17
76 45 10
91 94 9
1 8 19
29 50 7
49 8 7
96 44 7
93 34 8
51 19 8
48 96 9
93 42 11
25 61 6
94 53 18
8 14 10
85 22 17
82 74 17
93 22 15
91 37 2
95 94 9
41 8 11
18 3 18
44 20 4
77 23 18
36 41 5
38 87 7
88 24 16
38 91 13
73 23 5
61 76 9
52 73 1
34 47 10
9 71 9
50 88 13
39 53 4
43 80 17
43 5 2
99 8 19
24 98 1
12 60 2
53 7 1
54 12 16
11 37 10
98 64 1
46 12 6
1 74 13
43 85 10
91 20 8
18 57 13
83 24 1
67 85 3
53 29 4
81 28 10
91 74 16
79 89 9
39 25 14
12 99 11
92 19 11
45 57 10
38 58 12
44 17 10
16 87 3
19 15 15
41 92 18
16 23 12
77 31 11
17 36 3
37 70 8
46 28 8
1 16 12
57 39 4
23 31 1
88 52 6
53 9 17
57 67 8
94 88 13
27 91 5
56 50 4
97 71 8
96 88 1
9 68 19
64 85 5
65 22 16
56 21 1
17 82 11
5 92 2
50 80 16
2 45 6
24 2 3
23 10 18
24 42 11
35 11 15
63 23 3
29 9 18
53 64 4
41 25 1
41 27 19
